userName,score,at,content
Lisa Putriant,1,2024-03-05 03:58:04,"makin lama aplikasi kredivo ga jelas, status Account bagus premium juga dengan limit yg lumayan besar diatas 10jt, pembayaran terakhir tidak telat bahkan lebih cepat dr due date. Sekarang setiap transaksi gabisa, utk sementara waktu tdk dpt melakukan transaksi, hal ini demi menjaga keamanan akun anda. CIH !! jgn bilang kalian jual data nasabah dgn iming2 limit besar, next unistall delete account !!"
Raynaldi Sanjaya,1,2024-03-05 03:41:03,"Sangat kecewa memakai aplikasi ini,karena pernah telat membayar tagihan dendanya cukup besar dan depcolector yg datang kerumah sangat tidak sopan,tidak seperti depcolector lainnya sangat kecewa dan emosional"
Yulia Pertiwi,1,2024-03-05 03:08:44,Limit banyak. Akun aktif. Tapi gak bisa dipake. Qris pun gak bisa. Telp ke cs cuma basa basi ngasih tau coba lagi nanti. Kalo gitu pun ngapain capek² nanya cs.
B s,5,2024-03-05 02:38:40,"Kasih bintang 5 dulu, nanti kalo update bisa bintang 10 ku kasih... Tips agar pinjaman di ACC, jangan sampe terlambat bayar. Ketika kita ada masalah Kredivo membantu banget, Sumpah Makasih Kredivo Dan cicilan gak terlalu mahal, terserah kalian percaya atau tidak terima kasih"
Marlis Elisabeth,1,2024-03-05 01:46:32,"Baru terlambat 2 hari, dendanya 1 kali angsuran. Bener bener kredivo, servicenya jelek bener. Terakhir saya pakai kredivo. Terimakasih."
Kriz Kriz,1,2024-03-05 01:22:12,"Saya merasa dirugikan oleh kredivo, mengajukan pengaduan tidak ditanggapi walaupun sudah email ke CS, sudah bayar tagihan tapi tidak di proses pembayran saya, total tagihan tidak berkurang, bukti pembayran sudah dilampirkan, pada tgl. 4 mar 2024. sudah hari kedua masih tidak ditanggapi. sudah denda keterlambatan tinggi telp tidak berhenti setiap hari. sangat mengecewakan pelanggan."
Rusdan Df,1,2024-03-05 00:54:31,"Ini tagihan sudah ada. Tapi uang nya belum masuk, udah di email lama gak ada balasan, udah dua hari masih belum masuk, tapi tagihan sudah ada? Udah masuk tiga hari masih belum ada masuk uang? Aneh di biarin kaya gini gak kaya telat bayar sehari rame nelponin."
DRAMA HIDUPKU,5,2024-03-05 00:20:04,"Sy sebagai nasabah dari THN 2018... ,sedikit kecewa dgn terbarux aplikasi kridivo apa lagi STLH di adakanx decolektor..membuat sangat kecewa yg mana dendax terkadang tak sprti yg awal , begitu lunas bisa limit kembali dgn sempurna , sehingga bisa buat dana talangan. Jadi pesan sy para nasabah jgn tertipu jika kalian telat bayar 2 / hari kmdian pengajuan berikutx bisa di ACC. Sebab system' yg bekerja. Yg dah lancar dgn pembayaran x ajja bisa berubah basic sblumx premium. Bayar pas waktux aja."
Andi Rahmawan,5,2024-03-04 22:59:48,Aplikasi yg mempermudah cicilan. Bunga nya ga besar. Tenor bisa sampe 12 bulan. Klo beli tgl 1 ya bayar tgl 1 .
Page Page78,5,2024-03-04 22:56:44,"Terimakasih banyak Kredivo ,sdh mau membantu saya ketika saya dlm kesulitan.Apk KREDIVO memang terbaik lancar dan tanpa ribet dlm menjalankan setiap transaksi. KREDIVO memang terbaik, Sukses selalu🙏👍"
Raden mas tono,5,2024-03-04 21:09:40,"Beneran bisa belanja pakai kredivo ngebarcode di Alfamart hihihi, tapi sayang aja ga ada opsi cicilan 3,6 bulan gitu, coba aja ada, yakin pasti mencengangkan banget wkwkwk. Ya,semoga aplikasi ini tetap eksis sampai kapan pun dan nasabah juga rekanannya makin banyak, makin lancar juga kredivo"
Muhammad Erlangga,5,2024-03-04 14:50:03,Aplikasi yang benar benar mengubah sudut pandang saya selama ini khususnya untuk pinjol. Disini saya menemukan dan merasakan kemudahan dan beragam manfaat.
Nurudin Araniri Dzaky Ramadhan,5,2024-03-04 14:15:40,"Bagaimana mau meningkatkan transaksi, gara"" telat bayar hanya beberapa hari , sementara Angsuran sd 3 bulan ke depan sudah di lunasi sampai tidak tersisa hutang sama sekali, tapi akun di non aktifkan gk bisa di gunakan lagi. Buat apa kalau memang limit aktif tapi tidak bisa di gunakan Dan setiap nanya , jawabnya sama aja transaksi sifatnya pengajuan Mending gk diaktifkan aja akunnya Kan gk ada fungsinya ada limit tapi tidak bisa digunakan Terima kasih atas suportnya selama ini."
Sofjan Nikodemus,5,2024-03-04 09:28:04,Saya sdh 5 thn lbh di aplikasi ini dan tdk pernah mengalami kesulitan disaat mau mengajukan pinjaman. Aplikasi yg sgt membantu bg sy di saat membutuhkan. Trimakasi kredivo atas pelayananx🙏
S R,5,2024-03-04 09:23:35,Wow memang bagus banget ni kredivo ny.ku ajukan pinjaman langsung cair dan bunga ny pun sangat rendah.!.klo bisa setiap kali pinjaman jangan ad ad admin ny y.!.klo pertama kali gak masalah lah tpi buat selanjutnya nnti banyak yg kecewa
Bayu Arculeta,5,2024-03-04 08:47:52,Sangat mudah sekali dan gampang mantap...enak banget pakai kredivo ini....di bandingkan aplikasi pembayaran yg lain..no lebih gampang .dan anti lemot anti lelet...
risma ramadan,1,2024-03-04 07:56:13,"Saya sudah sering menggunakan krevidio untuk pembayaran toko oren tapi 2 bulan terakhir ini selalalu gagal dengan keterangan ""status transaksi tidak sah"" Saya sudah mencoba menghubungi cs kredivo berkali kali tapi jawanan tetap sama ""tidak bisa membantu karena semua pembayaran ini sifatnya pengajauan"" sedangkan saya tidak pernah telat,dan cs bilang tidak ada kesalahan dalam akun. Sampe 2,5 bulan ini saya gak tau dan gak ada solusinya"
Budi Setiawan,1,2024-03-04 05:56:24,"Maaf bintang 1 saya berikan.. Masukan buat TIM ANALIS,,kalian mau mencari pengguna kredivo seperti apa???? Yang telat bayar atau yang kabur dari tanggung jawab perjanjian pinjaman???? Tolong masukan/keluhan saya di respon... Saya atas nama BUDI SETIAWAN sangat kecewa dengan kredivo,,saya BAYAR TEPAT WAKTU YES,,,TELAT BAYAR NO.. Dan saya selalu menggunakan kredivo sebagai alat pembayaran digital saya.. Tetapi kenapa akun saya selalu BASIC dan kredivo score saya C,,kenapa bisa seperti itu???"
Anis Salma,4,2024-03-04 05:01:38,"suka sama aplikasi ini mempermudah transaksi tp tolong ya naik kan limit saya, segera bisa di upgrade jg, nanti saya beri bintang 5 jg sudah bisa di upgrade dan naik limit"
Candra Irawan,5,2024-03-04 04:28:50,"Aikasi yg bisa direkom, hanya butuh waktu itungan menit sdh bs di acc dengan limit yg cukup besar untuk pengajuan pertama kalinya, semoga kedepannya bs lancar untuk yg lainnya"
Gilang Ramadhan,2,2024-03-04 04:25:52,"maaf saya turunin bintang nya, sekarang kredivo banyak kendala banget, dari mulai pembayaran tagihan uang udah ter potong tagihan masih utuh udah beberapa hari, terus soal transaksi, transaksi udah sukses tagihan udah ada tapi transaksi di merchant lain nya masih menunggu pembayaran, sangat tidak nyaman dengan beberapa kendala nya sekarang, di upgred bukan nya tambah lancar tambah memuaskan malah tambah menjengkelkan"
Markus Ginting,3,2024-03-04 04:21:54,"Kalo aku si malas nya pas sudah selesai tagihan agak lama gak buka harus daftar lagi itu doang keluhan ku,kalo misal kita gak simpan atau lupa bagai mana,agak ribet aja Kalo bisa setay aj,🙏🙏"
Oktyas Clara,5,2024-03-04 04:11:16,Kenapa aplikasinya eror. .dibuka malah kedap kedip terus..sinyal sudah bagus tapi tetap seperti itu..ini sangat menyusahkan..tolong segera diperbaiki...soalnya sangat2 membantu aplikasi kredivo ini
Surya Adhiguna H,1,2024-03-04 03:41:03,"Susah payah kumpulin poin biar bisa dapat potongan harga, malah poin saya di ambil semua, kadaluarsa poin 2025, poin saya total ada 40.000, di transaksi saya 108.000 cmn bisa pakai poin 21.000 setelah di pakai trus cekout, ternyata selang 1 menit transaksi saya di tolak oleh sistem dana dikembalikan, tapi malahan poin 40.000 saya ludes entah kemana, saya cek transaksi ternyata terpakai semua padahal poin yg terpakai cmn 21.000, sisax kemana hilang semua TIDAK DIKEMBALIKAN"
Tiara Ayu Lestari,1,2024-03-04 01:31:28,"Sebetulnya nya aplikasi ini adalah aplikasi yang bagus dan tidak terlalu rumit persyaratan nya, tapi saya ga tau kenapa tiba"" Akun saya Di tangguhkan, padahal saya tidak pernah ada telat pembayaran, limit saya saja sampai lumayan besar karna memang ga pernah telat bayar. Dan tanggal jatuh tempo transaksi terakhir saya saja masih jauh. Tapi kenapa tiba"" Di tangguhkan. Aneh"
Muhamad Bilal,4,2024-03-04 00:02:27,"Bagus selama pemakaian. Cuma kalau pinjam uang lumayan ya bunganya, tapi enaknya bisa buat dana darurat. Kalau buat beli pulsa atau sesuatu di shope bagus murah banget"
Genjie Doy,1,2024-03-03 15:49:31,"Baru pakai kredivo,limit yg di kasih baru di pakai berapa kali,itu pun kalau mau isi paket data,pulsa dan yg lain ya agak susah, selalu di bilang untuk ke amanan akun..tadi saya coba mau beli pulsa atau paket data tapi GK bisa,malah akun ya di beku kan,baru pakai kredivo 5 hari,udah muncul bayar tagihan ya,padahal jatuh tempo ya tgl 30 Maret, sedang kan limit ya masik banyak di dalam..padahal untuk modal usaha jual pulsa sama paket data Kurang puas dengan aplikasi ya🙏🙏🙏"
Sewa elf long Sewa Hiace Bogor,1,2024-03-03 15:35:47,"Saya baru mengajukan Telkomsel paylater, mendapatkan limit 600.000 , baru saya pakai untuk membeli paket 100.000 , kenapa dengan otomatis saldo sya langsung berkurang, dan disitu ada transaksi lain yg tidak saya ketahui,secara otomatis saldo sya keambil,,, gk beres ini mh"
Ema Ipong,1,2024-03-03 15:25:15,"Awalnya bagus pakai kredivo tapi sekarang banyak kendala. Transaksi gagal dengan alasan keamanan dan telah melanggar ketentuan kredivo. Padahal ini akun asli saya dan kredit score pun bagus. Untuk apa ada limit tapi tidak bisa di pakai? Cs Hanya memberikan jawaban sesuai template yang ada, ga ada penjelasan detail nya. Perbaiki layanan nya. NO SOLUSI...Terima kasih"
Mamat Kegelapan,5,2024-03-03 15:08:28,"Bagus gak mempersulit dan sangat membantu, tapi tolong perbaiki aplikasinya masih banyak bug, saya juga sering gabisa pencet apa apa."
San ti,2,2024-03-03 13:02:28,"Harus sering di upgrate terus, terus keluar dengan sendirinya, pas mau masuk lagi susah banget? Tolong admin nya bisa dj perbaiki apk nya"
May Saqilla Raya,5,2024-03-03 12:57:05,"Sangat senang sekali mudah mengakses dan tidak berbelit-belit, cepat dan cicilan perbulan terjangkau sangat membantu sekali bagi usaha kecil seperti saya. Terimakasih kredivo tingkatkan prestasi sebagai dana pinjaman online yg terpercaya 🙏🏻🙏🏻"
Muhammad Chardika,5,2024-03-03 12:35:23,"Yg awal iseng jadi keterusan pake ini kredivo saking nyaman nya -__- Nice lah buat kredivo, tapi SATU saya minta tolong lah bisa dipakai limit pinjam nya jangan sekali, mau pinjem lagi harus lunas dulu, kaya tetangga noh bisa berkali-kali dipakai limitnya, Tapi apk utama tetap kredivo ko santuy 😎 Love u ❤"
Putu Oka,5,2024-03-03 12:31:33,"Suka banget pakai kredivo,, dengan adanya kredivo jadi gampang untuk pinjam dan belanja apapun 😍 semoga kredivo selalu menjadi nomor satu dan paling termurah ♥️ the best kredivo"
mac irwan,5,2024-03-03 12:17:38,"aplikasi bunga rendah yg sangat membantu. penagihan tidak kasar dan hanya mengingatkan, jd kita yg harus sadar diri. semoga kredivo score ku bisa A"
Nursida Ismail,5,2024-03-03 11:42:08,"Apk ini recommended untuk kalian yang butuh dana mendesak, bunganya ringan dan periode cicilannya bagus bisa di pilih mau yg 3 bulan atau 6 bulan sesuai kemampuan kalian untuk membayar. Tunggu apalagi ayo kalian instal apk ini di handphone kalian dan login, dananya akan masuk tidak sampai 5 menit😉😉😉"
atep wmi_indonesia,2,2024-03-03 10:07:05,"Saya edit saya kecewa, saya hampir 8 tahun pakai kredivo limit udah 30 juta, baru saya lunasin pembayaran 10 juta, saya pakai langsung kena blokir permanent padahal ga pernah nunggak"
Wendy Asriadi,1,2024-03-03 09:20:08,"Sudah di instal beberapa kali tetap eror juga. Sinyal aman, maen game online aja lancar jaya. Mohon perbaiki, soalnya mau melakukan pembayaran. Jangan sampai saya di denda karna gak bisa melakukan pembayaran"
aanwiwit Wiwit,3,2024-03-03 06:24:25,"Kecewa banget ,saya ada transaksi Qriz di merchant di akun saya sdh berhasil tapi di merchant dana blm masuk sampek skrng ,saya sudah pengajuan live chat kredivo tapi tidak ada jawaban akhirnya saya coba tlfn cs kredivo dan dikasih arahan mengajukan pelaporan lewat email dengan bukti bill transaksi ,deng bukti chat dari merchant bahwa transaksi saya blm masuk dan dengan bukti screenshoot akun kredivo yg menyatakan transaksi sdh berhasil ,setelah itu jawaban di email kenapa masih tdk membantu"
Ajat Upet,5,2024-03-03 05:35:09,Limit masih ada dari mulai limit satu bulan..tetapi tidak dapat di gunakan..setiap transaksi di tolak dgn alasan demi keamanan akun..sudah hampir 3 bln seperti itu terus.yg ada di suruh mencobanya secara berkala tapi sama aja sampai skrng tetap tidak bisa di gunakan
Garuda Mas,3,2024-03-03 05:23:30,kekurangan nya jatuh temponya tidak stabil di tgl yang sama. contoh kalo kredit tgl 25 ya harus nya jatuh temponya tgl 25 juga. biar saya selalu ingat pas tanggal pembayaran. ini yang terjadi tanggal jatuh temponya ganti-ganti. contoh tgl jatuh tempo di aplikasi akulaku itu selalu setabil di tgl yang sama
Arman Wijaya,5,2024-03-03 04:23:43,"Sbenarnya kredivo itu bagus.... Cuman sayang banget saya sudah langganan bertahun² tpi kok limit paylater masih 100 rbu saja dari dulu, mau upgrade selalu belum bisa dan gagal,, gemana mau naik level????!!!! Tolong....!!!!!"
Rachmat Yulianto,1,2024-03-03 03:44:07,"Aplikasi govlokkk top up pulsa aja ga bisa , padahal dapet limit ampe 12jtan , hubungi pusat bantuan malah suruh melaakukan secara berkala , TOLOL banget ini aplikasi, suruh menunggu terus ,sampe tahun monyet juga ga akan bisa ,TOLOL hapus aja akun gw !Jangan sampe masih terdaftar Akun gw ,TOLONG DI HAPUAKUN GW!!ulit terus"
Tamawahyu Pratama,5,2024-03-03 02:53:09,gak kecewa pakek aplikasi kredivo . peminjaman mudah . dan kalau teratur yang bayar limit juga cepet naik . pokok e semakin maju buat kredivo . sangat membantu kebutuhan mendesak
Dedi Setiawan,2,2024-03-03 01:29:26,Aplikasi gak guna...pinjaman gak di setujui tapi terus2an ngirim email buat apa coba...padahal sudah hapus data dan aplikasinya juga udah di hapus...atw jangan2 data saya gak di hapus yah...rungkad
Nuraini Batubara,5,2024-03-02 23:31:04,"Kredivo akun yg sangat baik dari akun yg lain nya cuma satu kelemahan akun kredivo .,. Klw terlalu cepat atau blm waktu nya jatuh tempo dibayar kita kena scor begitupun sebalik nya ... Harusnya klw kita membayar lebih cepat bukankah itu lebih bagus dan scor kita naik mohon di perhatikan lagi ..,"
IKA RAHAYU NUGRAHANI,5,2024-03-02 22:55:15,"Bunga utk pinjaman tunai/cicilan termasuk besar. Selisih dg SP****m. Sayangnya hanya bisa mengajukan pinjaman tunai 1x sebelum pinjaman lunas meskipun rating customer baik. Dan utk kenaikan limit agak sulit ya. Collector terlalu sering menelpon meskipun blm terlambat (JT di hari H), dan jika sudah dibayar pun data collector tdk diperbarui shg pada hari itu tetap menelpon berkali2. Tapi sejujurnya KREDIVO sangat membantu sekali. Terima kasih."
ATMA' MADU,4,2024-03-02 22:54:25,"makasih atas kepercayaanya,lebih ditingkatkan limit premiumnya.klo bisa limit pinjaman dan belanja dipisah.nanti dikasih bintang 5 dan direkomendasikan kembali.sya udh byk ajak temen2 dan alhamdulillah lancar pembayaranya."
Linda Mulyaningsih,5,2024-03-02 22:41:14,Memudahkan dalam bertransaksi. Dan bunga yg sangat rendah. Tidak membebani si pengguna. Thanks kredivo. Ditingkatkan lagi untuk bisa ke semua toko offline maupun online.
Nur Aini,3,2024-03-02 19:13:04,"Mau kasih bintang 5 tapi kecewa, padahal awal awal normal normal aja setiap mau transaksi kenapa sekarang malah ga bisa melakukan semua transaksi selalu aja di tolak padahal limit yang tersedia masih gede dan setiap transaksi selalu muncul bacaan seperti ini untuk sementara waktu kamu tidak bisa melakukan transaksi, hal ini dilakukan untuk menjaga keamanan akun kamu"
Way Wan (Waywanzer),5,2024-03-02 14:47:45,"belanja mudah ga pake ribet, ga di survey, ga ditanya ini itu, pokoknya mudah dan gampang, @yo kita gunakan kredivo biar belanja kebutuhan lebih mudah dan gampang,"
Kkey Kio,2,2024-03-02 13:45:14,Ini gmna yaa udh byar tempt wktu tpii limit ga bisa dipke alesan nya ga dibisa untuk keamanan akun pdhl kan ini aku sya sndiri aneh bngt aplikasi!!! Limit ada tpi kmna ga bisa ditarik ke dana gtu
Dedi Lukmansyah,5,2024-03-02 12:43:52,"Sangat membantu,ayo turunkan bunganya jangan tinggi² , aplikasi memudahkan transaksi dan praktis, keren👍 Lengkap semua kebutuhan, promo banyakin lagi, bunga pinjaman turunin lah, biar nyaman dan voucher yg lebih membantu terutama discount dan cash back"
Daniyal official34,3,2024-03-02 12:08:14,"Lumayan membantu , tapi blm bisa upgrade ke akun basic jdinya sangat di sayangkan , kalo udah bisa upgrade nanti saya revisi lagi bintangnya"
Jenny Rut,2,2024-03-02 11:58:12,"Kenapa mau buka aplikasi tdk bisa padahal udh di restar,udh di matiin hp ,udh di hapus dan di instal lagi tetap tdk bisa signal juga bagus , selalu muncul kredivo tidak menanggapi , sudah 1 minggu padahal mau bayar tagihan nanti klo lewat jth trempo kena denda Udh di coba ttp blom bisa juga"
Hazeem Mozyarrah,5,2024-03-02 11:31:54,"Kalo Menurut saya, Fix memang cuma KREDIVO yg paling No 1. di Indonesia. Khususnya Saat dimana saya sedang mendapatkan sedikit musibah hingga terlupanya tanggal jatuh tempo hingga akhirnya saya telat bayar cicilan, Tak ada samasekali penagihan yg diBubuhi intimidasi atau ancaman atau teror DC layaknya seperti yg pernah saya alami saat saya iseng memakai aplikasi lain. Pokoke KREDIVO memang benar2 recomended banget.👍👍👍👍👍"
Rifqi Sulthan,1,2024-03-02 10:23:14,"Akun saya tiba tiba tidak bisa bertransaksi karena alasan ada yg jatuh tempo, tapi semua sudah di bayar jauh sebelum tgl jatuh tempo. Customer service pun tidak memberikan solusi"
Baginda firizky,5,2024-03-02 07:39:06,"Sangat membantu sekali, dan sedikit masukan kalo bisa mode Qris ditiadakan saja, soalnya banyak korban gara² mudah pinjam jadi salah guna seperti judi online. Terimakasih"
Abrisam Fariqh Ramadhan,5,2024-03-02 06:27:38,"Bagus banget sih Kredivo,, ringan gak seperti aplikasi lain. Limit juga selalu bertambah setelah pinjaman selesai. Gak ribet juga, ahhh pokoknya the best lah 👍 yang penting konsisten ya temen-temen, dan bayar tepat waktu 😉"
Ry Ryano,2,2024-03-02 05:58:47,Sangat kecewa saya sudah melunasi tagihan tapi akun saya tetap diblokir padahal saya custumer lama dan kalaupun saat itu telat bayar dikarenakan ada sedikit permasalahan internal saya pribadi dan semua org juga pernah mengalami masa sulit
Hafiz Fadillah,1,2024-03-02 05:06:00,"Saya tidak dapat mengajukan pinjaman, padahal limit saya sangat lah besar, saya kecewa sama pelayanan ini, ada limit besar tapi tidak bisa di gunakan sungguh sangat kecewa."
T,1,2024-03-02 04:38:01,"sangat kcewa dgn admin penagihan, sy sudah lama menggunakan kredivo tp ga dpt solusi, ingat y ga semua telat bayar it ga punya uang, mngkn btuh prhatian khusus krn lwat cs ga ada prubahan sama skali."
Tarnos Langlang Buana,1,2024-03-02 04:04:20,"Tidak pernah telat, kredit sdh lunas...Skor B, lama juga kita bermitra kurang lebih 2,5 thn ga ada masalah ....pas Lunas ngajuin ditolak....Alasan ada kredit diluar kredivo. padahal yg diluar jga sama2 lancar..... Kredit di tokped jga sdh kaga bisa, lewat aplikasi kredivo ribet ga bisa2...pokoknya sdh jelek deh....setelah minta diedit tetep bintang satu. layananya makin sulit apalagi belanja di tokopedia susah..."
Ipah Lubis,5,2024-03-02 04:02:15,"Kredivo semoga sukses slalu..slalu membagakan semua costamer.walaupun limit yang sedikit.ttpi buat ku sll membantu dlm segala hal,mempermudah perjalanan domestik.dan mempermudah dlm blnja aplikasi online.dgn 0% bunga.minta tolong kaka kalau mau perjalanan udara.kode bokongnya dikirim melalui WA apa sms.soalnya org bandara makan waktu dlm pencarian data kita..trimakasi kredivo. slalu jaya Sangat2 membantu dlm suasana manapun..."
nico odi,2,2024-03-02 02:35:33,"Kenapa ya kredivo??untuk melakukan transaksi tdk bisa pdhl limit cicilan 3-12 bulan masih banyak tp tdk bisa..pembayaran selalu tepat waktu,tdk pernah terlambat..di bilang tdk di setujuin.."
Deden Zaenudin,2,2024-03-02 01:03:25,"Mohon maaf saya edit rating nya ya, padahal pembayaran selalu lancar bahkan sampai LUNAS (NO TUNGGAKKAN at all), krn sebab dianggap ada transaksi yg saya tidak ketahui ketentuannya akhirnya akun saya di blokir permanen, jadi tak ada guna jg saya save app ini.. So.. yah delete permanen juga dari hp saya Goodbye kredivo, btw thank's sudah bantu."
Ancha pratama,1,2024-03-01 23:49:19,Tolong diperbaiki lagi sistem pelayananx...sya tidak bisa memakai limit pinjaman sya ...padahal tagihanx sdh sya bayar sebelumx ... Alasanx perbaikan sistem akun anda tidak bisa dipakai semntra...itu yg muncul dilayar hp setiap mau transaksi....tolong difollow up..
EKI RESMIYADI,5,2024-03-01 23:15:47,"Terima kasih kredivo,, sukses selalu,, cuma boleh kasih masukan buat TopUp GO-PAY OVO dll fee nya di kurangi kalau bisa isi yang berapa aja fee nya maksimal 1k saja soalnya kasian kalau buat driver online kebesaran fee nya.. Terima kasih 🙏🙏🙏"
Wildat Qonita,2,2024-03-01 22:48:57,"kredivo skr sdh tidak bisa memilah,mana pelanggan lancar dan macet,tulisan limit saya 10jt,tapi hanya bisa dipakai 2jt,saya kecewa sbg konsumen sdh lebih 3th,saya sarankan teman2 saya buat pindah ke gopay,"
khoerun ustadzi,3,2024-03-01 19:52:06,"Untuk saat ini saya kecewa setelah di update beberapa hari yg lalu Kredivoapp jd lemot, reload2 sendiri, ngehang dan keluar dgn sendirinya, tolong dong cepat di update lagi dan segera di perbaiki, terima kasih."
Yehezkiel BMtj,2,2024-03-01 18:51:37,"Maaf saya turunkan rating,limit msh full tpi gbs dipakai tenor 6blnn dan 12blnnya pdhl saya ga prnh lewat loh bahkan lebih cepat bayarnya,mau ngasih keluhan tpi selalu di jwb dgn template yg syg tdk membantu,slalu bilang coba berkala/kasih jeda tpi ttp aja gabisa dan saya bkn pengguna bermasalah loh knp stiap pengajuan harus penilaian terus"
Root D,1,2024-03-01 18:28:16,"Aplikasi gak jelas, cuma gara2 telat bayar tagihan, dan itu pun cuma telat 1 hari, akun langsung gak bisa dipakai untuk semua transaksi, dan solusi dari kredivo pun juga gak jelas, lebih tepat nya gak ada solusi dari mereka, yg katanya harus coba lagi dalam 1-2 jam kedepan, pas di coba tetap aja gak mau transaksi, pokoknya aplikasi kredivo ini sangat2 jelek, gak ada bagus2nya, tp coba kalo kita telat bayar, mereka nelp bisa sampe 20x dalam 1 hari, saran gw gak ush pakai aplikasi ini"
Rohman Suherman,4,2024-03-01 15:58:47,"terima kasih kredivo, bisa mnjadi bahagian solusi sehari2 hanya ktika mau jatuh tempo qo lngsung di hubungi dianggap sdh terlambat, kcuali kl jatuh tempo transaksi,dr beberapa transaksi yg terakhir blm byr boleh lah di ingetin, kan kredivo jg gak rugi hutang kita ada denda."
Elly Usman,5,2024-03-01 15:19:07,"Buat kebutuhan dana yg mendadak ini membantu sekali..tapi memang awal pinjaman limit tdk besar, di saya mentok 2jt400..proses mudah dan cepat..ini review jujur krn saya paling malas nulis2 ulasan seperti ini.."
Hady Ariesta,5,2024-03-01 14:54:04,"Saya pengguna kredivo sejak lama, tdk pernah ada masalah. Kecuali bulan november ini ada keterlambatan pembayaran 153.000. Tolong dikondisikan lagi untuk DC nya tidak usah wa dg bahasa yg tidak enak. Saya tahu lewajiban saya, saya sudah sampaikan akan byr awal bulan desember. Tapi DC nya kaya macam aplikasi ilagal saja bahasanya."
Hanipah Bunda arsyad,1,2024-03-01 14:47:29,"Awal minjam cepat cair nya seperti kilat , pas sudah pinjaman yg pertama mau minjam yang ke dua, malah di tolak, padahal bayar tepat waktu."
Andri Setiawan,2,2024-03-01 14:41:30,"Ini gmna ceritanya ya. Saya emg user baru. Tpi selama saya di apk lain. Walau belum belanja banyk. Pengajuan buat limit itu selalu berhasil. Kenapa ini ditolak. Dan jangka waktu pengajuan berikutnya 3 bulan. Lama sekali 🙏 ekspetasi dri org"" Enak pake kredivo. Tpi first time langsung bgini 🙏🙏"
Aditya Ilham,1,2024-03-01 13:32:48,"app berjalan dengan baik, tapi buat limitnyaa terlalu sedikitt, buat penambahan limitnya terlalu lama.. Udah sering bertransaksi limit cuman di kasih 100k aja, wkwk Dan aku udah pengguna lebih 3bln kak, dan malah di tambah lagi 86 hari , wkwk Terpaksa harus nunggu 86 hari lagi setelah menunggu 3bulan, total menunggu 9 bulan"
Tata Rustandi,5,2024-03-01 13:02:03,Sangat kecewa karena sekian lama menunggu kredit sampai tanggal yg di tentukan... setelah sampe tanggal nya malah ga di kasih..... malahan tingkat sekor yg tadi nya b menuju a. Malah jadi c... maka nya pantas mendapat bintang 1
Angga Abdan Hudaya,5,2024-03-01 12:05:11,"untuk sekarang bagus aplikasi kredivo sudah memberikan keringan nice pertahankan,dan semoga saja bisa menambahkan limit sesuai dengan kelancaran pembayaran hehe"
Rickho Andhara,5,2024-03-01 11:45:50,sanggat puas denggan adanya aplikasi ini..tapi sayang udah 2 tahun transaksi belum juga di izinkan untk upgread ke akun basic premium
aprillia maia,1,2024-03-01 11:27:36,"Pembayaran ngga pernah telat, malah lunas sebelum waktunya. Eh giliran dibuat transaksi belanja ngga bisa. Kecewa bgt. Auto uninstall aja"
Fadlun Maulana,5,2024-03-01 10:52:56,"aplikasi ini sangat membantu bagi yg membutuhkan,,dan saya sangat puas,,proses cepat,,dan tidak ribet,,hanya hitungan menit dana langsung cair,, trimakasih kredivo,,"
Rikayana Rikayana,1,2024-03-01 10:39:16,"Gak jelas...kalau memang udah gak bisa buat transaksi tinggal bilang,jangan alesan isu keamanan lah....percuma bayar tepat waktu akun naik jd premium,kalau ujung2 gak bisa buat trasnsaksi....di livecat jawabannya sama ajah beri jeda kk,,BASI,,,...pulsa yg 5000 ajh gak bisa...mending gak usah bayar sekalian... DIRAWAT MALAH NGECEWAIN .......GALBAY AJAH SEKALIAN...."
Wulan Sariayu,2,2024-03-01 09:08:26,"kenapa sih naik limitnya mesti harus lunas dulu cicilannya, padahal selalu bayar lebih cepat dari waktu cicilan yg tertera. ayo dong kredivo agak fleksibel napa sih biar semakin enak nih pakai App nya. akun saya lama pny loh, tp limit tidak naik2."
Rindy Yuni,5,2024-03-01 08:24:29,Awalnya agak bingung pas ada perubahan pembayaran di tokpet metode pembayaran gak ada logo kredivo di ganti Briva serta harus dua kali transaksi di akun kredivo nya masukin nominal transaksinya...huff ya sudahlah asalkan akunya masih bisa di gunakan dan selalu mengandalkan untuk pembayaran sehari 😊
Alwie Ahmad,1,2024-03-01 07:22:21,Setelah update aplikasinya jadi rusak... Min.. ini gimana app ny rusak kedip2 terus ngga bisa dibayar. Yg ngalami bukan 1 ato 2 orang tp banyak itu yg review app rusak swtelah di update. Klo sampe kena denda gamau bayar denda krena rusak ny app anda.
Agus Surahman,3,2024-03-01 05:48:54,Ini kenapa setelah di update aplikasinya jadi eror.. kedip² trus mau bayar tagihan gak bisa dipencet karna kedip² trus layarnya.. udah di uninstal trus instal lagi masih sama aja
Atika Mayang Panjaitan,1,2024-03-01 05:43:07,"Saya coba uninstall aplikasi ini tpi tidak bisa loading terus, mau di download lagi jg gak bisa padahal saya mau melakukan pembayaran, bagaimana solusinya ya? Saya mau melakukan pembayaran jadi terkendala karna aplikasi tidak mau di download lagi"
